
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,HUD
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Siege
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Big Books
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Patron
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Brittle
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Foldouts
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans Center
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Rescan
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,NU Law
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Problem
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Schulze
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Ad Hoc Requests
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Copyright Problems
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Spanish Plays
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,WPA
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,HUD
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Siege
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Big Books
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Patron
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Brittle
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Foldouts
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans Center
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,"",""
Period,2012-05-01,2012-05-31
jobs_created_this_fiscal_year,3935
jobs_active_this_fiscal_year,401
books_done_this_period,14
jobs_killed_this_period,336
Collection,All Books
Fiscal year,2011-09-01,2012-08-31
Period,2012-05-01,2012-05-31
jobs_created_this_fiscal_year,974
jobs_active_this_fiscal_year,64
books_done_this_period,14
jobs_killed_this_period,336
Scan,0
Select File Move Destination,0
Batch,3
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,1
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,7
Associate rescans,0
Confirm Foldouts Done,2
Import Foldouts,0
Foldout Ingest Script,0
Approve,51
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Patron
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Brittle
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Foldouts
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans Center
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Rescan
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,NU Law
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Problem
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Schulze
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Ad Hoc Requests
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Copyright Problems
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,2011-09-01,2012-08-31
Period,2012-05-01,2012-05-31
jobs_created_this_fiscal_year,974
jobs_active_this_fiscal_year,64
books_done_this_period,14
jobs_killed_this_period,336
Scan,0
Select File Move Destination,0
Batch,3
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,1
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,7
Associate rescans,0
Confirm Foldouts Done,2
Import Foldouts,0
Foldout Ingest Script,0
Approve,51
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Patron
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Brittle
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,All Books
Fiscal year,2011-09-01,2012-08-31
Period,2012-05-01,2012-05-31
jobs_created_this_fiscal_year,974
jobs_active_this_fiscal_year,64
books_done_this_period,14
jobs_killed_this_period,336
Scan,0
Select File Move Destination,0
Batch,3
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,1
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,7
Associate rescans,0
Confirm Foldouts Done,2
Import Foldouts,0
Foldout Ingest Script,0
Approve,51
PDF Generation Script,0
Collection,Collection
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Patron
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Brittle
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Foldouts
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Trans Center
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
MoveFoldoutsToArchival,0
Standard Pages Ingest Script,0
Book Builder,0
Associate rescans,0
Confirm Foldouts Done,0
Import Foldouts,0
Foldout Ingest Script,0
Approve,0
PDF Generation Script,0
Collection,Rescan
Fiscal year,"",""
Period,"",""
jobs_created_this_fiscal_year,0
jobs_active_this_fiscal_year,0
books_done_this_period,0
jobs_killed_this_period,0
Scan,0
Select File Move Destination,0
Batch,0
Touchup,0
Quality Control,0
Move to precopy node,0
MoveProcessingFiles,0
MoveFilesToArchival,0
